Date,Close
1917-09-04,81.2
1917-10-01,83.58
1917-11-01,71.41
1917-12-03,72.55
1918-01-02,76.68
1918-02-01,79.28
1918-03-01,79.93
1918-04-01,77.16
1918-05-01,78.16
1918-06-03,78.55
1918-07-01,81.81
1918-08-01,80.71
1918-09-03,83.84
1918-10-01,83.95
1918-11-01,85.53
1918-12-02,81.13
1919-01-02,82.6
1919-02-03,80.91
1919-03-03,85.58
1919-04-01,88.84
1919-05-01,93.26
1919-06-02,106.92
1919-07-01,108.13
1919-08-01,107.99
1919-09-02,106.26
1919-10-01,111.12
1919-11-03,119.62
1919-12-01,104.03
1920-01-02,108.76
1920-02-02,103.01
1920-03-01,92.4
1920-04-01,102.66
1920-05-03,94.03
1920-06-01,90.2
1920-07-01,91.26
1920-08-02,84.95
1920-09-01,86.34
1920-10-01,84.0
1920-11-01,85.48
1920-12-01,76.5
1921-01-03,72.67
1921-02-01,75.48
1921-03-01,74.71
1921-04-01,75.72
1921-05-02,79.65
1921-06-01,73.51
1921-07-01,68.35
1921-08-01,69.68
1921-09-01,66.83
1921-10-03,71.61
1921-11-01,73.44
1921-12-01,78.12
1922-01-03,78.91
1922-02-01,81.68
1922-03-01,85.33
1922-04-03,90.05
1922-05-01,93.35
1922-06-01,96.03
1922-07-03,92.92
1922-08-01,96.25
1922-09-01,101.28
1922-10-02,97.67
1922-11-01,96.23
1922-12-01,95.73
1923-01-02,98.77
1923-02-01,97.71
1923-03-01,104.23
1923-04-02,101.51
1923-05-01,97.4
1923-06-01,95.36
1923-07-02,88.95
1923-08-01,87.96
1923-09-04,92.25
1923-10-01,88.06
1923-11-01,88.41
1923-12-03,92.64
1924-01-02,95.65
1924-02-01,100.7
1924-03-03,97.1
1924-04-01,93.5
1924-05-01,92.12
1924-06-02,90.15
1924-07-01,96.45
1924-08-01,102.12
1924-09-02,104.95
1924-10-01,104.08
1924-11-03,103.89
1924-12-01,110.44
1925-01-02,121.25
1925-02-02,120.46
1925-03-02,123.93
1925-04-01,118.07
1925-05-01,121.1
1925-06-01,129.69
1925-07-01,131.76
1925-08-03,135.81
1925-09-01,139.78
1925-10-01,144.77
1925-11-02,157.88
1925-12-01,152.11
1926-01-04,158.75
1926-02-01,156.83
1926-03-01,150.9
1926-04-01,140.35
1926-05-03,140.53
1926-06-01,142.3
1926-07-01,153.01
1926-08-02,161.84
1926-09-01,163.93
1926-10-01,159.69
1926-11-01,150.51
1926-12-01,157.31
1927-01-03,155.16
1927-02-01,156.26
1927-03-01,161.42
1927-04-01,160.71
1927-05-02,164.55
1927-06-01,171.98
1927-07-01,168.06
1927-08-01,184.21
1927-09-01,191.56
1927-10-03,199.78
1927-11-01,181.65
1927-12-01,196.58
1928-01-03,203.35
1928-02-01,197.98
1928-03-01,194.81
1928-04-02,209.33
1928-05-01,213.48
1928-06-01,220.27
1928-07-02,208.21
1928-08-01,216.78
1928-09-01,240.38
1928-10-01,240.0
1928-11-01,255.2
1928-12-01,290.8
1929-01-02,307.0
1929-02-01,319.7
1929-03-01,321.2
1929-04-01,300.4
1929-05-01,320.1
1929-06-01,299.1
1929-07-01,335.2
1929-08-01,350.6
1929-09-03,381.2
1929-10-01,342.6
1929-11-04,257.7
1929-12-02,241.7
1930-01-02,244.2
1930-02-01,268.4
1930-03-01,273.2
1930-04-01,287.1
1930-05-01,274.6
1930-06-02,274.5
1930-07-01,223.0
1930-08-01,233.6
1930-09-02,240.4
1930-10-01,214.1
1930-11-01,184.9
1930-12-01,185.5
1931-01-02,169.8
1931-02-02,168.7
1931-03-02,184.4
1931-04-01,170.8
1931-05-01,145.6
1931-06-01,122.8
1931-07-01,152.7
1931-08-01,136.7
1931-09-01,140.1
1931-10-01,95.7
1931-11-02,104.5
1931-12-01,91.2
1932-01-02,74.6
1932-02-01,79.6
1932-03-01,81.9
1932-04-01,72.2
1932-05-02,55.4
1932-06-01,44.9
1932-07-01,44.4
1932-08-01,54.9
1932-09-01,73.7
1932-10-01,72.1
1932-11-01,60.2
1932-12-01,58.0
1933-01-03,59.3
1933-02-01,59.1
1933-03-01,52.5
1933-04-01,55.7
1933-05-01,77.8
1933-06-01,89.1
1933-07-01,100.9
1933-08-01,92.7
1933-09-01,103.7
1933-10-02,93.0
1933-11-01,89.6
1933-12-01,98.9
1934-01-02,100.4
1934-02-01,109.0
1934-03-01,103.2
1934-04-02,102.0
1934-05-01,100.6
1934-06-01,91.8
1934-07-02,94.8
1934-08-01,90.6
1934-09-01,92.6
1934-10-01,90.4
1934-11-01,93.5
1934-12-01,102.9
1935-01-02,104.5
1935-02-01,101.5
1935-03-01,103.3
1935-04-01,101.2
1935-05-01,108.7
1935-06-01,109.7
1935-07-01,118.8
1935-08-01,125.9
1935-09-03,127.3
1935-10-01,131.5
1935-11-01,141.3
1935-12-02,140.7
1936-01-02,144.1
1936-02-01,149.6
1936-03-02,154.1
1936-04-01,159.0
1936-05-01,147.1
1936-06-01,152.8
1936-07-01,158.4
1936-08-01,165.4
1936-09-01,166.4
1936-10-01,168.3
1936-11-02,176.7
1936-12-01,182.1
1937-01-02,178.5
1937-02-01,186.6
1937-03-01,187.7
1937-04-01,185.2
1937-05-01,174.4
1937-06-01,171.6
1937-07-01,170.1
1937-08-02,186.9
1937-09-01,173.1
1937-10-01,153.9
1937-11-01,135.9
1937-12-01,122.1
1938-01-03,120.6
1938-02-01,124.0
1938-03-01,130.5
1938-04-01,103.0
1938-05-02,110.1
1938-06-01,110.6
1938-07-01,136.5
1938-08-01,140.4
1938-09-01,138.4
1938-10-01,143.1
1938-11-01,151.4
1938-12-01,148.6
1939-01-03,153.6
1939-02-01,142.4
1939-03-01,147.2
1939-04-01,132.8
1939-05-01,127.8
1939-06-01,136.2
1939-07-01,131.7
1939-08-01,143.4
1939-09-01,135.3
1939-10-02,151.4
1939-11-01,151.6
1939-12-01,146.5
1940-01-02,151.4
1940-02-01,145.2
1940-03-01,146.2
1940-04-01,147.7
1940-05-01,147.1
1940-06-01,115.7
1940-07-01,121.1
1940-08-01,126.1
1940-09-03,129.7
1940-10-01,134.3
1940-11-01,134.4
1940-12-02,130.9
1941-01-02,130.6
1941-02-01,123.3
1941-03-01,121.9
1941-04-01,123.3
1941-05-01,115.3
1941-06-02,116.2
1941-07-01,122.9
1941-08-01,128.2
1941-09-02,128.3
1941-10-01,126.9
1941-11-01,118.1
1941-12-01,113.6
1942-01-02,112.8
1942-02-02,109.5
1942-03-02,105.8
1942-04-01,100.0
1942-05-01,95.8
1942-06-01,101.4
1942-07-01,102.7
1942-08-01,105.9
1942-09-01,106.3
1942-10-01,109.7
1942-11-02,114.7
1942-12-01,114.6
1943-01-02,119.9
1943-02-01,125.9
1943-03-01,129.4
1943-04-01,136.6
1943-05-01,136.2
1943-06-01,142.4
1943-07-01,143.6
1943-08-02,134.0
1943-09-01,137.1
1943-10-01,140.3
1943-11-01,138.5
1943-12-01,130.7
1944-01-03,135.9
1944-02-01,137.5
1944-03-01,136.4
1944-04-01,138.8
1944-05-01,137.1
1944-06-01,142.1
1944-07-01,148.5
1944-08-01,146.4
1944-09-01,147.2
1944-10-02,146.9
1944-11-01,146.7
1944-12-01,147.3
1945-01-02,152.6
1945-02-01,153.8
1945-03-01,160.7
1945-04-02,155.9
1945-05-01,165.1
1945-06-01,168.1
1945-07-02,165.9
1945-08-01,162.7
1945-09-04,173.9
1945-10-01,183.4
1945-11-01,188.8
1945-12-01,192.4
1946-01-02,191.7
1946-02-01,205.8
1946-03-01,189.4
1946-04-01,199.2
1946-05-01,205.7
1946-06-03,211.5
1946-07-01,206.5
1946-08-01,202.3
1946-09-03,178.7
1946-10-01,171.5
1946-11-01,171.8
1946-12-02,167.5
1947-01-02,176.4
1947-02-01,180.9
1947-03-01,179.3
1947-04-01,177.5
1947-05-01,171.9
1947-06-02,168.0
1947-07-01,180.3
1947-08-01,183.8
1947-09-02,179.8
1947-10-01,178.1
1947-11-01,182.5
1947-12-01,180.6
1948-01-02,181.0
1948-02-01,174.92
1948-03-01,168.1
1948-04-01,177.6
1948-05-01,180.3
1948-06-01,191.2
1948-07-01,189.0
1948-08-02,181.1
1948-09-01,183.6
1948-10-01,179.9
1948-11-01,189.8
1948-12-01,173.2
1949-01-03,175.0
1949-02-01,180.4
1949-03-01,174.2
1949-04-01,176.3
1949-05-02,174.5
1949-06-01,168.0
1949-07-01,168.1
1949-08-01,176.8
1949-09-01,179.5
1949-10-01,182.0
1949-11-01,191.2
1949-12-01,192.7
1950-01-03,198.9
1950-02-01,201.9
1950-03-01,203.6
1950-04-01,206.4
1950-05-01,215.8
1950-06-01,223.2
1950-07-03,208.4
1950-08-01,211.9
1950-09-01,218.4
1950-10-01,228.94
1950-11-01,225.7
1950-12-01,228.9
1951-01-02,239.9
1951-02-01,250.8
1951-03-01,252.8
1951-04-02,246.6
1951-05-01,260.7
1951-06-01,249.3
1951-07-02,244.0
1951-08-01,259.9
1951-09-04,270.6
1951-10-01,272.6
1951-11-01,264.1
1951-12-01,262.3
1952-01-02,269.9
1952-02-01,271.7
1952-03-01,260.3
1952-04-01,267.2
1952-05-01,256.4
1952-06-02,262.3
1952-07-01,275.5
1952-08-01,279.8
1952-09-02,276.4
1952-10-01,270.2
1952-11-03,270.2
1952-12-01,283.7
1953-01-02,292.1
1953-02-02,290.0
1953-03-02,284.7
1953-04-01,280.1
1953-05-01,275.7
1953-06-01,268.4
1953-07-01,269.4
1953-08-03,276.1
1953-09-01,262.5
1953-10-01,265.7
1953-11-02,276.7
1953-12-01,281.1
1954-01-04,282.9
1954-02-01,291.8
1954-03-01,296.6
1954-04-01,306.3
1954-05-03,319.4
1954-06-01,328.7
1954-07-01,334.1
1954-08-02,349.6
1954-09-01,338.1
1954-10-01,359.9
1954-11-01,354.0
1954-12-01,384.0
1955-01-03,408.9
1955-02-01,409.7
1955-03-01,413.7
1955-04-01,413.8
1955-05-02,426.3
1955-06-01,424.9
1955-07-01,453.8
1955-08-01,460.3
1955-09-01,469.6
1955-10-03,455.7
1955-11-01,454.9
1955-12-01,481.4
1956-01-03,485.8
1956-02-01,473.3
1956-03-01,486.7
1956-04-02,515.1
1956-05-01,514.0
1956-06-01,480.6
1956-07-02,491.9
1956-08-01,518.7
1956-09-04,507.7
1956-10-01,468.7
1956-11-01,487.6
1956-12-03,480.6
1957-01-02,496.0
1957-02-01,477.2
1957-03-01,468.9
1957-04-01,475.0
1957-05-01,495.8
1957-06-03,503.8
1957-07-01,503.3
1957-08-01,506.2
1957-09-03,486.1
1957-10-01,460.8
1957-11-01,434.7
1957-12-02,446.9
1958-01-02,439.3
1958-02-03,454.0
1958-03-03,443.4
1958-04-01,445.5
1958-05-01,457.0
1958-06-02,466.1
1958-07-01,478.8
1958-08-01,505.4
1958-09-02,511.8
1958-10-01,530.9
1958-11-03,545.2
1958-12-01,560.1
1959-01-02,587.6
1959-02-02,592.2
1959-03-02,605.0
1959-04-01,602.9
1959-05-01,625.1
1959-06-01,643.5
1959-07-01,650.9
1959-08-03,678.1
1959-09-01,655.9
1959-10-01,633.6
1959-11-02,645.5
1959-12-01,664.4
1960-01-04,679.1
1960-02-01,626.2
1960-03-01,626.9
1960-04-01,616.0
1960-05-02,599.6
1960-06-01,624.9
1960-07-01,641.3
1960-08-01,617.9
1960-09-01,626.1
1960-10-03,577.8
1960-11-01,585.2
1960-12-01,594.6
1961-01-03,610.3
1961-02-01,649.4
1961-03-01,663.0
1961-04-03,677.6
1961-05-01,677.1
1961-06-01,695.4
1961-07-03,689.8
1961-08-01,713.9
1961-09-01,721.2
1961-10-02,699.8
1961-11-01,703.8
1961-12-01,728.8
1962-01-02,724.7
1962-02-01,702.5
1962-03-01,711.8
1962-04-02,705.4
1962-05-01,671.2
1962-06-01,611.1
1962-07-02,573.8
1962-08-01,591.4
1962-09-04,602.5
1962-10-01,572.0
1962-11-01,597.1
1962-12-03,646.4
1963-01-02,646.8
1963-02-01,683.2
1963-03-01,659.7
1963-04-01,685.9
1963-05-01,719.7
1963-06-03,726.3
1963-07-01,701.4
1963-08-01,694.9
1963-09-03,732.0
1963-10-01,738.3
1963-11-01,753.7
1963-12-02,751.9
1964-01-02,766.1
1964-02-03,784.7
1964-03-02,802.8
1964-04-01,816.1
1964-05-01,817.1
1964-06-01,818.6
1964-07-01,838.1
1964-08-03,840.4
1964-09-01,844.0
1964-10-01,872.0
1964-11-02,875.5
1964-12-01,864.4
1965-01-04,869.8
1965-02-01,903.7
1965-03-01,899.8
1965-04-01,890.3
1965-05-03,922.1
1965-06-01,908.5
1965-07-01,871.6
1965-08-02,881.9
1965-09-01,893.6
1965-10-01,929.7
1965-11-01,959.0
1965-12-01,947.6
1966-01-03,968.5
1966-02-01,975.9
1966-03-01,938.2
1966-04-01,931.3
1966-05-02,932.0
1966-06-01,883.6
1966-07-01,877.1
1966-08-01,835.2
1966-09-01,792.1
1966-10-03,758.0
1966-11-01,809.6
1966-12-01,789.8
1967-01-03,786.4
1967-02-01,848.4
1967-03-01,843.5
1967-04-03,860.0
1967-05-01,892.9
1967-06-01,865.0
1967-07-03,859.7
1967-08-01,913.0
1967-09-01,901.2
1967-10-02,921.0
1967-11-01,867.1
1967-12-01,879.2
1968-01-02,906.8
1968-02-01,861.4
1968-03-01,840.4
1968-04-01,861.3
1968-05-01,913.2
1968-06-03,905.4
1968-07-01,896.4
1968-08-01,878.1
1968-09-03,900.4
1968-10-01,942.3
1968-11-01,948.4
1968-12-02,983.3
1969-01-02,947.7
1969-02-03,946.9
1969-03-03,908.6
1969-04-01,933.1
1969-05-01,949.2
1969-06-02,933.2
1969-07-01,875.9
1969-08-01,826.6
1969-09-02,837.8
1969-10-01,806.9
1969-11-03,854.5
1969-12-01,805.0
1970-01-02,809.2
1970-02-02,746.4
1970-03-02,780.2
1970-04-01,792.0
1970-05-01,733.6
1970-06-01,710.4
1970-07-01,687.6
1970-08-03,723.0
1970-09-01,758.2
1970-10-01,760.7
1970-11-02,758.0
1970-12-01,794.3
1971-01-04,830.6
1971-02-01,877.8
1971-03-01,882.5
1971-04-01,903.9
1971-05-03,932.4
1971-06-01,913.7
1971-07-01,893.0
1971-08-02,864.9
1971-09-01,899.0
1971-10-01,894.0
1971-11-01,825.9
1971-12-01,846.0
1972-01-03,889.3
1972-02-01,901.8
1972-03-01,935.4
1972-04-03,940.9
1972-05-01,942.3
1972-06-01,960.7
1972-07-03,928.7
1972-08-01,930.5
1972-09-01,970.1
1972-10-02,953.3
1972-11-01,968.5
1972-12-01,1023.9
1973-01-02,1031.7
1973-02-01,985.8
1973-03-01,949.7
1973-04-02,936.2
1973-05-01,921.2
1973-06-01,894.0
1973-07-02,880.6
1973-08-01,912.2
1973-09-04,895.4
1973-10-01,948.8
1973-11-01,948.8
1973-12-03,806.5
1974-01-02,855.3
1974-02-01,843.9
1974-03-01,851.9
1974-04-01,843.5
1974-05-01,853.9
1974-06-03,821.3
1974-07-01,806.2
1974-08-01,751.1
1974-09-03,663.3
1974-10-01,604.8
1974-11-01,665.3
1974-12-02,603.0
1975-01-02,632.0
1975-02-03,711.4
1975-03-03,753.1
1975-04-01,761.6
1975-05-01,831.0
1975-06-02,846.6
1975-07-01,877.4
1975-08-01,826.5
1975-09-02,823.7
1975-10-01,784.2
1975-11-03,825.7
1975-12-01,856.3
1976-01-02,858.7
1976-02-02,971.4
1976-03-01,975.4
1976-04-01,994.1
1976-05-03,990.3
1976-06-01,973.1
1976-07-01,994.8
1976-08-02,982.3
1976-09-01,986.0
1976-10-01,979.9
1976-11-01,966.1
1976-12-01,949.4
1977-01-03,999.8
1977-02-01,958.4
1977-03-01,944.7
1977-04-01,927.4
1977-05-02,931.2
1977-06-01,906.6
1977-07-01,912.7
1977-08-01,891.8
1977-09-01,864.9
1977-10-03,852.0
1977-11-01,806.9
1977-12-01,825.7
1978-01-03,817.7
1978-02-01,774.3
1978-03-01,743.3
1978-04-03,751.0
1978-05-01,844.3
1978-06-01,840.7
1978-07-03,812.9
1978-08-01,860.7
1978-09-01,879.3
1978-10-02,871.4
1978-11-01,827.8
1978-12-01,811.5
1979-01-02,811.4
1979-02-01,840.9
1979-03-01,815.8
1979-04-02,855.3
1979-05-01,855.5
1979-06-01,821.2
1979-07-02,834.0
1979-08-01,850.3
1979-09-04,872.6
1979-10-01,873.0
1979-11-01,820.1
1979-12-03,819.6
1980-01-02,824.6
1980-02-01,881.5
1980-03-03,854.4
1980-04-01,784.5
1980-05-01,808.8
1980-06-02,847.4
1980-07-01,872.3
1980-08-01,931.5
1980-09-02,940.8
1980-10-01,939.4
1980-11-03,937.2
1980-12-01,969.5
1981-01-02,972.8
1981-02-02,932.3
1981-03-02,978.0
1981-04-01,1014.1
1981-05-01,995.6
1981-06-01,998.0
1981-07-01,967.7
1981-08-03,946.3
1981-09-01,882.7
1981-10-01,852.3
1981-11-02,866.8
1981-12-01,890.2
1982-01-04,882.5
1982-02-01,851.7
1982-03-01,828.4
1982-04-01,833.2
1982-05-03,849.0
1982-06-01,815.0
1982-07-01,803.3
1982-08-02,822.1
1982-09-01,895.1
1982-10-01,907.7
1982-11-01,1005.7
1982-12-01,1031.1
1983-01-03,1027.0
1983-02-01,1059.8
1983-03-01,1130.7
1983-04-04,1127.6
1983-05-02,1204.3
1983-06-01,1202.2
1983-07-01,1225.3
1983-08-01,1194.2
1983-09-01,1206.8
1983-10-03,1231.3
1983-11-01,1229.3
1983-12-01,1275.1
1984-01-03,1252.7
1984-02-01,1212.3
1984-03-01,1159.4
1984-04-02,1153.2
1984-05-01,1183.0
1984-06-01,1124.4
1984-07-02,1130.1
1984-08-01,1134.6
1984-09-04,1212.4
1984-10-01,1199.0
1984-11-01,1217.1
1984-12-03,1182.4
1985-01-02,1198.9
1985-02-01,1277.7
1985-03-01,1299.4
1985-04-01,1272.8
1985-05-01,1242.1
1985-06-03,1310.9
1985-07-01,1337.1
1985-08-01,1355.6
1985-09-03,1329.2
1985-10-01,1341.0
1985-11-01,1390.3
1985-12-02,1457.9
1986-01-02,1537.7
1986-02-03,1594.3
1986-03-03,1696.7
1986-04-01,1790.1
1986-05-01,1777.8
1986-06-02,1862.0
1986-07-01,1903.5
1986-08-01,1763.6
1986-09-02,1870.4
1986-10-01,1782.9
1986-11-03,1894.3
1986-12-01,1912.5
1987-01-02,1927.3
1987-02-02,2179.4
1987-03-02,2220.5
1987-04-01,2316.1
1987-05-01,2280.4
1987-06-01,2288.2
1987-07-01,2409.8
1987-08-03,2557.1
1987-09-01,2611.0
1987-10-01,2639.2
1987-11-02,2014.1
1987-12-01,1842.3
1988-01-04,2015.3
1988-02-01,1944.6
1988-03-01,2070.5
1988-04-04,1980.6
1988-05-02,2043.3
1988-06-01,2064.0
1988-07-01,2131.6
1988-08-01,2130.5
1988-09-01,2002.3
1988-10-03,2105.3
1988-11-01,2151.0
1988-12-01,2101.9
1989-01-03,2144.6
1989-02-01,2338.2
1989-03-01,2243.0
1989-04-03,2304.8
1989-05-01,2415.0
1989-06-01,2490.6
1989-07-03,2452.8
1989-08-01,2641.1
1989-09-01,2752.1
1989-10-02,2713.7
1989-11-01,2645.9
1989-12-01,2747.7
1990-01-02,2810.2
1990-02-01,2586.3
1990-03-01,2635.6
1990-04-02,2700.5
1990-05-01,2668.9
1990-06-01,2901.0
1990-07-02,2899.3
1990-08-01,2899.3
1990-09-04,2613.4
1990-10-01,2515.8
1990-11-01,2455.0
1990-12-03,2565.6
1991-01-02,2610.6
1991-02-01,2730.7
1991-03-01,2909.9
1991-04-01,2881.2
1991-05-01,2930.2
1991-06-03,3035.3
1991-07-01,2958.4
1991-08-01,3017.7
1991-09-03,3017.7
1991-10-01,3018.3
1991-11-01,3056.4
1991-12-02,2935.4
1992-01-02,3172.4
1992-02-03,3234.1
1992-03-02,3275.3
1992-04-01,3249.3
1992-05-01,3336.1
1992-06-01,3413.2
1992-07-01,3354.1
1992-08-03,3395.4
1992-09-01,3266.3
1992-10-01,3254.4
1992-11-02,3262.2
1992-12-01,3294.4
1993-01-04,3309.2
1993-02-01,3332.2
1993-03-01,3355.4
1993-04-01,3439.4
1993-05-03,3446.5
1993-06-01,3552.3
1993-07-01,3510.5
1993-08-02,3561.0
1993-09-01,3645.1
1993-10-01,3581.1
1993-11-01,3692.6
1993-12-01,3697.1
1994-01-03,3756.6
1994-02-01,3964.0
1994-03-01,3809.2
1994-04-04,3593.4
1994-05-02,3701.0
1994-06-01,3760.8
1994-07-01,3646.7
1994-08-01,3798.2
1994-09-01,3901.4
1994-10-03,3846.9
1994-11-01,3863.4
1994-12-01,3700.9
1995-01-03,3838.5
1995-02-01,3847.6
1995-03-01,3994.8
1995-04-03,4168.4
1995-05-01,4316.1
1995-06-01,4472.8
1995-07-03,4585.2
1995-08-01,4700.4
1995-09-01,4647.5
1995-10-02,4761.3
1995-11-01,4766.7
1995-12-01,5087.1
1996-01-02,5177.5
1996-02-01,5405.1
1996-03-01,5536.6
1996-04-01,5637.7
1996-05-01,5575.2
1996-06-03,5624.7
1996-07-01,5730.0
1996-08-01,5594.8
1996-09-03,5648.4
1996-10-01,5904.9
1996-11-01,6021.9
1996-12-02,6521.7
1997-01-02,6442.5
1997-02-03,6806.2
1997-03-03,6918.9
1997-04-01,6611.1
1997-05-01,6976.5
1997-06-02,7289.4
1997-07-01,7722.3
1997-08-01,8194.0
1997-09-02,7879.8
1997-10-01,8015.5
1997-11-03,7674.4
1997-12-01,8013.1
1998-01-02,7965.0
1998-02-02,8107.8
1998-03-02,8550.5
1998-04-01,8868.3
1998-05-01,9147.1
1998-06-01,8922.4
1998-07-01,9048.7
1998-08-03,8786.7
1998-09-01,7827.4
1998-10-01,7632.5
1998-11-02,8706.2
1998-12-01,9133.5
1999-01-04,9184.3
1999-02-01,9345.7
1999-03-01,9324.8
1999-04-01,9832.5
1999-05-03,11014.7
1999-06-01,10596.3
1999-07-01,11066.4
1999-08-02,10646.0
1999-09-01,10937.9
1999-10-01,10273.0
1999-11-01,10648.5
1999-12-01,10998.4
2000-01-03,11357.5
2000-02-01,11041.0
2000-03-01,10137.9
2000-04-03,11221.9
2000-05-01,10811.8
2000-06-01,10652.2
2000-07-03,10560.7
2000-08-01,10607.0
2000-09-01,11238.8
2000-10-02,10700.1
2000-11-01,10899.5
2000-12-01,10373.5
2001-01-02,10646.2
2001-02-01,10983.6
2001-03-01,10450.1
2001-04-02,9777.93
2001-05-01,10898.3
2001-06-01,10990.4
2001-07-02,10593.7
2001-08-01,10510.0
2001-09-04,9997.49
2001-10-01,8836.83
2001-11-01,9263.9
2001-12-03,9763.96
2002-01-02,10073.4
2002-02-01,9907.26
2002-03-01,10368.9
2002-04-01,10362.7
2002-05-01,10059.6
2002-06-03,9709.79
2002-07-01,9109.79
2002-08-01,8506.62
2002-09-03,8308.05
2002-10-01,7938.79
2002-11-01,8517.64
2002-12-02,8862.57
2003-01-02,8607.52
2003-02-03,8109.82
2003-03-03,7837.86
2003-04-01,8069.86
2003-05-01,8454.25
2003-06-02,8897.81
2003-07-01,9040.95
2003-08-01,9153.97
2003-09-02,9523.27
2003-10-01,9469.2
2003-11-03,9858.46
2003-12-01,9899.05
2004-01-02,10409.8
2004-02-02,10499.2
2004-03-01,10678.1
