Date,Close
2005-02-25,48.619
2005-03-01,48.655
2005-04-01,47.084
2005-05-02,46.478
2005-06-01,48.44
2005-07-01,48.414
2005-08-01,50.273
2005-09-01,49.795
2005-10-03,49.976
2005-11-01,48.874
2005-12-01,51.673
2006-01-03,51.524
2006-02-01,52.613
2006-03-01,52.981
2006-04-03,53.328
2006-05-01,53.635
2006-06-01,52.816
2006-07-03,52.399
2006-08-01,51.673
2006-09-01,53.441
2006-10-02,53.956
2006-11-01,55.569
2006-12-01,57.163
2007-01-03,57.607
2007-02-01,59.132
2007-03-01,57.677
2007-04-02,58.382
2007-05-01,60.722
2007-06-01,63.094
2007-07-02,62.214
2007-08-01,59.67
2007-09-04,60.895
2007-10-01,63.054
2007-11-01,61.751
2007-12-03,60.128
2008-01-02,59.048
2008-02-01,56.975
2008-03-03,54.481
2008-04-01,55.766
2008-05-01,57.56
2008-06-02,57.246
2008-07-01,53.015
2008-08-01,52.206
2008-09-02,52.981
2008-10-01,47.993
2008-11-03,39.522
2008-12-01,33.212
2009-01-02,37.899
2009-02-02,33.814
2009-03-02,28.899
2009-04-01,33.239
2009-05-01,36.374
2009-06-01,39.091
2009-07-01,38.318
2009-08-03,41.734
2009-09-01,41.628
2009-10-01,42.95
2009-11-02,43.199
2009-12-01,45.97
2010-01-04,47.185
2010-02-01,45.438
2010-03-01,46.847
2010-04-01,49.416
2010-05-03,50.809
2010-06-01,45.223
2010-07-01,43.087
2010-08-02,47.306
2010-09-01,45.424
2010-10-01,48.272
2010-11-01,50.0
2010-12-01,51.328
2011-01-03,54.01
2011-02-01,55.452
2011-03-01,55.614
2011-04-01,57.078
2011-05-02,58.353
2011-06-01,56.517
2011-07-01,57.601
2011-08-01,55.256
2011-09-01,51.533
2011-10-03,46.581
2011-11-01,52.225
2011-12-01,53.452
2012-01-03,54.737
2012-02-01,57.363
2012-03-01,59.558
2012-04-02,61.432
2012-05-01,60.918
2012-06-01,55.3
2012-07-02,59.219
2012-08-01,59.338
2012-09-04,61.143
2012-10-01,62.817
2012-11-01,62.35
2012-12-03,61.779
2013-01-02,63.978
2013-02-01,66.412
2013-03-01,66.766
2013-04-01,68.879
2013-05-01,69.639
2013-06-03,72.367
2013-07-01,71.635
2013-08-01,76.079
2013-09-03,73.214
2013-10-01,76.342
2013-11-01,79.016
2013-12-02,80.873
2014-01-02,82.533
2014-02-03,78.73
2014-03-03,83.931
2014-04-01,85.643
2014-05-01,85.057
2014-06-02,86.923
2014-07-01,89.724
2014-08-01,87.099
2014-09-02,91.012
2014-10-01,87.863
2014-11-03,91.533
2014-12-01,92.953
2015-01-02,93.649
2015-02-02,92.17
2015-03-02,96.976
2015-04-01,95.081
2015-05-01,96.73
2015-06-01,97.327
2015-07-01,96.076
2015-08-03,96.75
2015-09-01,88.497
2015-10-01,88.688
2015-11-02,96.778
2015-12-01,96.996
2016-01-04,92.639
2016-02-01,88.679
2016-03-01,90.763
2016-04-01,95.536
2016-05-02,96.315
2016-06-01,97.492
2016-07-01,97.696
2016-08-01,101.24
2016-09-01,101.66
2016-10-03,101.48
2016-11-01,98.834
2016-12-01,103.6
2017-01-03,106.9
2017-02-01,108.06
2017-03-01,113.57
2017-04-03,111.85
2017-05-01,113.61
2017-06-01,115.51
2017-07-03,115.83
2017-08-01,117.96
2017-09-01,118.15
2017-10-02,121.4
2017-11-01,123.5
2017-12-01,126.89
2018-01-02,129.51
2018-02-01,135.28
2018-03-01,128.7
2018-04-02,124.77
2018-05-01,128.45
2018-06-01,133.12
2018-07-02,133.0
2018-08-01,136.92
2018-09-04,141.58
2018-10-01,142.27
2018-11-01,133.02
2018-12-03,135.75
2019-01-02,121.95
2019-02-01,132.47
2019-03-01,137.9
2019-04-01,140.52
2019-05-01,143.3
2019-06-03,134.8
2019-07-01,145.64
2019-08-01,145.31
2019-09-03,142.67
2019-10-01,144.25
2019-11-01,150.85
2019-12-02,153.5
2020-01-02,160.57
2020-02-03,160.55
2020-03-02,152.48
2020-04-01,120.26
2020-05-01,138.7
2020-06-01,151.34
2020-07-01,154.68
2020-08-03,164.04
2020-09-01,175.72
2020-10-01,169.42
2020-11-02,166.45
2020-12-01,186.52
2021-01-04,190.04
2021-02-01,195.43
2021-03-01,203.27
2021-04-01,207.99
2021-05-03,216.13
2021-06-01,216.83
2021-07-01,223.33
2021-08-02,225.66
2021-09-01,232.85
2021-10-01,225.12
2021-11-01,238.09
2021-12-01,230.16
2022-01-03,242.97
2022-02-01,228.54
2022-03-01,217.72
